person_id,gender,year_of_birth,person_of_color,education_level,city_of_residence,scholarship_recipient,previous_job_experience,pre_training_wage,training_start_date,training_status,training_end_date,training_type,exit_status,classroom_or_online,job_placement_date,hiring_job_title,hiring_company,starting_wage,second_job_placement_date,second_job_title,second_job_company,second_starting_wage
C-632,Other,1978,yes,Associates,Roseville,no,Representative,15.83,14/12/2016,Removed,21/08/2017,QA,Entered Employment,Classroom,11/09/2017,Temp Designer,Foodsby,24.86,,,,
S-633,Other,1969,unreported,Graduate and Beyond,Robbinsdale,no,Employee,12.56,10/01/2017,Graduated,06/05/2017,UX,Health/Medical,Online,18/07/2017,Junior Developer,Bite Squad,24.05,,,,
J-634,Female,1962,yes,Bachelors,Brooklyn Center,yes,Associate,12.88,31/07/2016,Withdrew,02/10/2016,UX,Incarcerated,Classroom,04/05/2017,Junior Engineer,Microsoft,24.10,,,,
C-635,Other,1959,unreported,Bachelors,Roseville,yes,Manager,11.58,23/07/2017,Withdrew,08/10/2017,UX,Entered Employment,Online,11/02/2018,Temp Designer,Great North Labs,31.74,,,,
T-636,Unreported,1985,unreported,HS/GED,Roseville,no,Cashier,15.27,10/06/2016,Withdrew,14/09/2016,IT Fundamentals,Entered Employment,Classroom,23/11/2016,Junior Engineer,Microsoft,30.22,,,,
P-637,Other,1976,yes,HS/GED,St. Paul,no,Associate,12.67,12/06/2016,Withdrew,09/02/2017,UX,Health/Medical,Classroom,07/02/2018,Programmer,Loup Ventures,25.79,,,,
P-638,Female,1963,no,Graduate and Beyond,Plymouth,yes,Contractor,9.72,11/10/2016,Removed,22/01/2017,UX,Incarcerated,Classroom,26/10/2017,Temp Developer,Bright Health,26.06,,,,
M-639,Unreported,1987,yes,Graduate and Beyond,Brooklyn Center,yes,Representative,14.31,19/05/2016,Withdrew,07/10/2016,QA,Enrolled in Additional Training,Classroom,23/05/2017,Designer,Aftercode,27.12,,,,
J-640,Male,1978,unreported,Bachelors,Plymouth,yes,Support,9.53,11/04/2015,Removed,09/07/2015,UX,Entered Military,Online,27/11/2015,Junior Developer,Code 42,28.34,,,,
T-641,Male,1992,unreported,Some College,St. Paul,yes,Team Member,10.62,17/10/2016,Graduated,25/02/2017,UX,Incarcerated,Classroom,22/01/2018,Temp Designer,Branch Messenger,27.93,,,,
S-642,Female,2000,no,Some College,Eden Prairie,yes,Supervisor,11.22,02/06/2017,Graduated,13/11/2017,QA,Enrolled in Additional Training,Classroom,,,,,,,,
C-643,Unreported,1973,unreported,Graduate and Beyond,Brooklyn Center,yes,Manager,12.25,22/02/2016,Graduated,19/05/2016,UX,Entered Military,Online,09/10/2016,Designer,Nerdery,28.91,,,,
C-644,Other,1996,yes,Associates,Eden Prairie,no,Temp,13.91,31/07/2015,Removed,15/03/2016,IT Fundamentals,Institutionalized,Classroom,12/02/2017,Designer,Code 42,24.44,03/02/2018,IT Support,Bright Health,29.43
M-645,Female,1988,no,Associates,Roseville,no,Team Member,13.52,05/02/2016,Withdrew,11/07/2016,QA,Enrolled in Additional Training,Online,26/09/2016,Web Developer,Upsie,25.18,,,,
C-646,Male,1984,unreported,HS/GED,Minneapolis,no,Representative,12.96,24/09/2017,Removed,04/05/2018,UX,Entered Military,Classroom,27/03/2019,Junior Engineer,Google,24.32,,,,
Y-647,Female,1976,yes,Associates,Eden Prairie,no,Associate,12.72,29/07/2016,Withdrew,14/09/2016,UX,Enrolled in Additional Training,Classroom,26/11/2016,Junior Engineer,Upsie,30.73,,,,
J-648,Other,1981,unreported,HS/GED,Eden Prairie,yes,Employee,10.51,04/05/2017,Withdrew,04/07/2017,UX,Enrolled in Additional Training,Online,10/01/2018,Designer,Code 42,25.62,,,,
M-649,Female,1955,yes,HS/GED,Robbinsdale,no,,14.19,06/12/2016,Removed,14/07/2017,IT Fundamentals,Institutionalized,Online,25/08/2017,Temp Designer,Apple,31.79,,,,
C-650,Male,1965,yes,Associates,Eden Prairie,yes,Associate,9.43,09/10/2015,Withdrew,18/03/2016,IT Fundamentals,Entered Military,Classroom,24/12/2016,Designer,Apple,31.43,,,,
M-651,Other,1970,unreported,Associates,Brooklyn Center,no,Contractor,15.88,24/01/2016,Graduated,05/06/2016,IT Fundamentals,Incarcerated,Classroom,11/11/2016,Programmer,Code 42,29.41,,,,
M-652,Unreported,1995,yes,Associates,Edina,yes,Support,12.16,13/12/2016,Removed,07/04/2017,IT Fundamentals,Entered Employment,Online,02/07/2017,IT Support,Bite Squad,25.12,,,,
C-653,Other,1975,unreported,Some College,Minneapolis,yes,Contractor,9.57,08/04/2016,Withdrew,14/01/2017,UX,Enrolled in Additional Training,Online,28/07/2017,Junior Engineer,Nerdery,31.87,,,,
T-654,Female,1990,yes,Bachelors,Brooklyn Center,yes,,14.90,17/09/2017,Withdrew,02/05/2018,IT Fundamentals,Health/Medical,Online,02/09/2018,Project Manager,Bright Health,31.75,,,,
S-655,Unreported,1960,yes,Bachelors,Minneapolis,no,Representative,14.97,25/03/2015,Withdrew,02/08/2015,UX,Entered Employment,Classroom,27/10/2015,Temp Designer,Aftercode,30.62,,,,
M-656,Male,1961,unreported,Associates,Plymouth,yes,Manager,9.29,15/09/2015,Removed,12/03/2016,UX,Institutionalized,Online,24/01/2017,Programmer,Merrill Corporation,31.96,,,,
T-657,Female,1988,yes,Associates,Roseville,yes,Employee,13.71,05/11/2017,Graduated,05/04/2018,IT Fundamentals,Entered Employment,Classroom,16/06/2018,Temp Developer,Apple,28.06,,,,
J-658,Other,1964,yes,Bachelors,Minneapolis,no,Representative,12.70,31/01/2015,Removed,12/06/2015,IT Fundamentals,Institutionalized,Online,17/11/2015,Designer,Microsoft,29.07,,,,
P-659,Other,1977,yes,Bachelors,Brooklyn Center,yes,,12.81,27/11/2015,Removed,24/07/2016,IT Fundamentals,Entered Employment,Online,02/09/2016,Programmer,Great North Labs,27.33,,,,
C-660,Female,1983,unreported,Associates,Minneapolis,no,Temp,13.27,11/02/2016,Graduated,26/07/2016,UX,Entered Employment,Online,19/11/2016,Project Manager,Loup Ventures,24.14,,,,
S-661,Other,1968,no,Graduate and Beyond,Brooklyn Center,no,Associate,13.69,19/07/2015,Removed,06/11/2015,UX,Institutionalized,Classroom,14/12/2015,IT Support,Loup Ventures,29.64,,,,
P-662,Female,1967,unreported,Some College,Robbinsdale,no,Supervisor,15.09,04/11/2017,Withdrew,12/05/2018,QA,Entered Military,Online,17/09/2018,Programmer,Branch Messenger,31.90,,,,
Y-663,Male,1984,unreported,Bachelors,St. Paul,no,Team Member,12.45,16/04/2015,Removed,18/09/2015,QA,Health/Medical,Online,19/07/2016,Junior Designer,Bite Squad,30.12,,,,
S-664,Unreported,1999,unreported,HS/GED,Minneapolis,no,Supervisor,11.25,20/10/2016,Graduated,18/04/2017,IT Fundamentals,Health/Medical,Online,20/06/2017,Junior Developer,Merrill Corporation,29.52,,,,
T-665,Male,1958,no,HS/GED,St. Paul,no,Manager,10.98,16/06/2016,Withdrew,25/02/2017,UX,Incarcerated,Classroom,05/09/2017,Temp Designer,Osborn 370,25.08,,,,
T-666,Female,1992,unreported,Bachelors,Edina,yes,Temp,11.64,24/12/2015,Graduated,13/02/2016,IT Fundamentals,Entered Military,Classroom,03/10/2016,Designer,Osborn 370,24.42,,,,
C-667,Unreported,1967,no,Bachelors,Plymouth,yes,,11.62,01/12/2017,Graduated,16/08/2018,QA,Incarcerated,Classroom,19/03/2019,IT Support,Loup Ventures,28.05,,,,
P-668,Male,1996,no,Graduate and Beyond,Plymouth,yes,Associate,10.75,17/11/2017,Graduated,18/04/2018,IT Fundamentals,Entered Military,Classroom,06/09/2018,Temp Developer,Foodsby,28.26,27/03/2019,Developer,Apple,30.01
Y-669,Male,1956,no,Associates,St. Paul,no,Temp,13.34,17/12/2015,Removed,19/08/2016,UX,Incarcerated,Classroom,14/03/2017,Junior Engineer,Bind Benefits,24.82,,,,
P-670,Female,1990,no,Graduate and Beyond,Brooklyn Center,no,Employee,11.83,26/06/2017,Removed,19/12/2017,IT Fundamentals,Incarcerated,Classroom,10/05/2018,Junior Developer,Microsoft,30.52,,,,
J-671,Female,1995,unreported,Some College,Edina,yes,Representative,9.35,09/09/2015,Graduated,02/05/2016,QA,Enrolled in Additional Training,Classroom,15/03/2017,Junior Designer,Branch Messenger,31.60,,,,
J-672,Female,1991,yes,HS/GED,Brooklyn Center,no,Support,9.25,16/02/2017,Graduated,14/09/2017,UX,Incarcerated,Classroom,18/04/2018,Designer,Branch Messenger,27.55,20/12/2018,Designer,Branch Messenger,28.87
J-673,Male,1986,yes,Some College,Robbinsdale,no,Temp,10.58,05/06/2015,Graduated,15/12/2015,UX,Entered Military,Online,05/01/2016,Web Developer,Google,25.09,03/11/2016,Developer,Nerdery,28.23
J-674,Other,1950,unreported,HS/GED,Minneapolis,no,Manager,14.41,03/02/2016,Removed,24/04/2016,UX,Incarcerated,Classroom,24/09/2016,Temp Designer,Microsoft,31.47,12/10/2016,Junior Developer,Bright Health,31.54
M-675,Unreported,1960,yes,HS/GED,St. Paul,yes,Contractor,15.11,15/01/2015,Graduated,15/10/2015,UX,Entered Employment,Online,12/05/2016,Temp Developer,Bind Benefits,28.20,,,,
Y-676,Male,1977,yes,Some College,Robbinsdale,yes,,11.04,06/08/2015,Removed,21/02/2016,QA,Entered Employment,Online,23/03/2016,Temp Developer,Bright Health,26.53,,,,
T-677,Unreported,1978,no,Graduate and Beyond,Eden Prairie,yes,Manager,15.56,08/12/2015,Withdrew,18/05/2016,IT Fundamentals,Entered Employment,Online,24/06/2016,Junior Designer,Bind Benefits,24.02,14/10/2016,Temp Designer,Merrill Corporation,26.52
T-678,Unreported,1966,no,Bachelors,Plymouth,yes,Team Member,13.45,13/11/2016,Graduated,07/06/2017,QA,Entered Employment,Online,05/04/2018,IT Support,Apple,27.38,,,,
M-679,Other,1964,yes,Some College,Roseville,yes,Representative,14.34,19/05/2015,Removed,01/11/2015,QA,Incarcerated,Online,28/09/2016,Temp Designer,Bright Health,29.91,,,,
S-680,Other,1999,unreported,Associates,Roseville,no,Temp,14.74,28/06/2015,Removed,26/10/2015,IT Fundamentals,Entered Employment,Online,03/11/2015,IT Support,Google,25.95,,,,
J-681,Male,1964,unreported,Bachelors,St. Paul,no,Employee,14.94,20/02/2017,Withdrew,26/05/2017,UX,Incarcerated,Classroom,07/05/2018,IT Support,Microsoft,25.62,,,,
T-682,Female,1962,unreported,Associates,Eden Prairie,no,Temp,11.66,05/04/2015,Graduated,19/10/2015,IT Fundamentals,Enrolled in Additional Training,Classroom,26/03/2016,IT Support,Merrill Corporation,29.68,,,,
J-683,Male,1963,no,Graduate and Beyond,St. Paul,no,Contractor,13.09,20/11/2017,Removed,10/08/2018,UX,Incarcerated,Classroom,13/04/2019,Web Developer,Osborn 370,26.70,,,,
Y-684,Unreported,1959,no,Some College,St. Paul,no,Contractor,9.73,10/09/2016,Withdrew,26/01/2017,QA,Enrolled in Additional Training,Classroom,16/07/2017,Programmer,Apple,29.75,,,,
J-685,Unreported,1980,no,Some College,Minneapolis,no,Temp,10.72,01/12/2016,Removed,18/05/2017,IT Fundamentals,Enrolled in Additional Training,Classroom,27/09/2017,Junior Developer,Nerdery,29.38,,,,
T-686,Male,1954,yes,HS/GED,Robbinsdale,no,Associate,13.15,25/04/2015,Withdrew,03/01/2016,UX,Incarcerated,Classroom,24/07/2016,Temp Developer,Loup Ventures,24.69,,,,
Y-687,Female,1967,no,Some College,Robbinsdale,no,Supervisor,11.20,13/05/2015,Graduated,05/09/2015,QA,Entered Employment,Online,25/05/2016,Junior Engineer,Foodsby,31.40,,,,
C-688,Female,1957,yes,Graduate and Beyond,Brooklyn Center,yes,Team Member,15.12,28/08/2017,Graduated,17/11/2017,QA,Incarcerated,Classroom,11/05/2018,Temp Designer,Aftercode,30.73,,,,
J-689,Unreported,1952,unreported,Some College,St. Paul,yes,Support,10.18,05/04/2016,Graduated,21/11/2016,UX,Entered Military,Online,01/03/2017,Project Manager,Code 42,26.78,,,,
T-690,Male,1989,yes,Associates,Minneapolis,no,Team Member,9.05,31/08/2015,Removed,18/02/2016,IT Fundamentals,Health/Medical,Online,21/09/2016,Junior Engineer,Foodsby,25.62,04/08/2017,Project Manager,Merrill Corporation,29.24
T-691,Other,1986,no,HS/GED,St. Paul,yes,Temp,11.19,25/11/2016,Graduated,04/01/2017,QA,Incarcerated,Online,06/03/2017,Web Developer,Apple,30.89,10/07/2017,IT Support,Bite Squad,28.33
J-692,Other,1997,unreported,Some College,Minneapolis,no,,13.34,01/04/2015,Withdrew,15/07/2015,QA,Health/Medical,Online,27/06/2016,Web Developer,Nerdery,24.87,,,,
Y-693,Female,1952,yes,Bachelors,St. Paul,yes,Supervisor,15.61,06/07/2015,Graduated,28/12/2015,UX,Health/Medical,Online,13/03/2016,Web Developer,Google,27.22,,,,
S-694,Unreported,1963,no,Bachelors,Robbinsdale,yes,Manager,10.95,09/01/2017,Removed,22/07/2017,IT Fundamentals,Incarcerated,Classroom,,,,,,,,
C-695,Other,1999,yes,Some College,Minneapolis,no,Temp,12.81,21/09/2016,Graduated,01/04/2017,UX,Institutionalized,Online,10/07/2017,Temp Designer,Bite Squad,29.78,17/03/2018,Designer,Bite Squad,27.61
P-696,Other,1970,yes,Graduate and Beyond,St. Paul,no,Manager,10.44,09/06/2016,Removed,26/02/2017,UX,Entered Employment,Classroom,25/12/2017,Junior Engineer,Osborn 370,28.75,,,,
P-697,Male,1985,yes,Bachelors,Robbinsdale,no,,9.87,11/08/2015,Graduated,09/01/2016,IT Fundamentals,Enrolled in Additional Training,Online,22/11/2016,Programmer,Bite Squad,26.77,,,,
P-698,Female,1968,yes,Bachelors,Minneapolis,no,Support,15.60,17/01/2016,Withdrew,22/07/2016,UX,Enrolled in Additional Training,Online,19/04/2017,Web Developer,Great North Labs,30.30,,,,
Y-699,Male,1993,yes,Bachelors,Edina,yes,Employee,11.51,15/04/2015,Withdrew,16/07/2015,QA,Incarcerated,Classroom,26/06/2016,Web Developer,Great North Labs,26.69,,,,
M-700,Female,1980,yes,Associates,St. Paul,yes,Employee,12.29,25/09/2017,Removed,18/11/2017,UX,Health/Medical,Online,14/12/2017,Junior Designer,Loup Ventures,24.11,,,,
T-701,Female,1986,yes,Graduate and Beyond,Minneapolis,yes,Cashier,9.12,30/05/2016,Withdrew,20/11/2016,IT Fundamentals,Institutionalized,Online,08/10/2017,Junior Engineer,Branch Messenger,29.50,,,,
Y-702,Unreported,1981,unreported,Bachelors,Robbinsdale,yes,Temp,12.93,07/06/2016,Graduated,22/11/2016,IT Fundamentals,Health/Medical,Classroom,27/04/2017,Temp Developer,Apple,31.18,,,,
C-703,Male,1959,no,Some College,Edina,no,,15.75,26/08/2015,Withdrew,05/11/2015,IT Fundamentals,Entered Military,Online,11/09/2016,Temp Developer,Bright Health,29.75,,,,
C-704,Unreported,1952,no,Associates,Brooklyn Center,yes,Contractor,15.59,06/07/2017,Removed,08/11/2017,UX,Health/Medical,Online,18/09/2018,Junior Designer,Nerdery,31.71,,,,
Y-705,Other,1965,unreported,Graduate and Beyond,St. Paul,yes,Employee,10.73,18/08/2015,Withdrew,10/04/2016,IT Fundamentals,Entered Military,Classroom,18/03/2017,IT Support,Loup Ventures,24.77,,,,
T-706,Other,1959,no,Some College,Edina,yes,Support,10.33,13/09/2017,Withdrew,21/04/2018,UX,Entered Employment,Online,01/11/2018,Web Developer,Branch Messenger,28.70,,,,
S-707,Unreported,1996,unreported,Bachelors,Edina,no,Employee,15.23,23/09/2017,Withdrew,17/05/2018,IT Fundamentals,Entered Employment,Classroom,07/12/2018,IT Support,Microsoft,26.47,,,,
S-708,Female,1979,no,Some College,St. Paul,no,Team Member,10.99,23/05/2016,Withdrew,26/11/2016,UX,Enrolled in Additional Training,Online,26/04/2017,Temp Designer,Nerdery,31.35,,,,
S-709,Male,1990,unreported,Associates,Minneapolis,no,Supervisor,11.87,21/10/2017,Withdrew,17/06/2018,IT Fundamentals,Health/Medical,Classroom,01/07/2018,IT Support,Foodsby,26.43,,,,
S-710,Female,1953,unreported,Bachelors,Roseville,yes,Supervisor,11.28,20/06/2015,Withdrew,22/12/2015,IT Fundamentals,Entered Employment,Online,09/05/2016,Temp Developer,Microsoft,27.44,06/05/2017,IT Support,Bind Benefits,26.14
J-711,Unreported,1957,yes,Associates,Brooklyn Center,yes,Employee,14.47,07/10/2017,Graduated,27/04/2018,QA,Health/Medical,Online,,,,,,,,
Y-712,Female,1972,unreported,Some College,Eden Prairie,yes,Representative,11.14,31/10/2017,Graduated,04/04/2018,QA,Entered Employment,Classroom,03/09/2018,Temp Developer,Foodsby,25.43,,,,
Y-713,Male,1990,yes,HS/GED,Eden Prairie,yes,Temp,13.31,05/01/2017,Withdrew,11/07/2017,UX,Entered Military,Online,19/12/2017,Designer,Upsie,26.51,,,,
C-714,Other,1958,unreported,Graduate and Beyond,Edina,yes,Supervisor,14.99,24/10/2015,Withdrew,01/01/2016,UX,Institutionalized,Online,19/07/2016,Web Developer,Bind Benefits,24.43,20/04/2017,Junior Engineer,Google,29.74
S-715,Other,1970,no,HS/GED,Robbinsdale,no,Support,12.36,19/09/2015,Removed,16/02/2016,QA,Institutionalized,Online,10/01/2017,Web Developer,Microsoft,31.85,,,,
M-716,Male,1990,yes,Associates,Roseville,yes,Supervisor,15.12,29/08/2015,Removed,19/11/2015,UX,Entered Employment,Classroom,14/05/2016,Temp Developer,Upsie,24.60,15/08/2016,Project Manager,Branch Messenger,30.06
Y-717,Other,1994,yes,Bachelors,Plymouth,yes,Contractor,12.67,20/11/2015,Graduated,25/06/2016,UX,Institutionalized,Classroom,06/05/2017,Web Developer,Osborn 370,27.13,,,,
P-718,Female,1990,unreported,Bachelors,Brooklyn Center,yes,Team Member,11.69,31/10/2015,Withdrew,22/02/2016,UX,Entered Employment,Classroom,04/05/2016,Project Manager,Nerdery,24.44,,,,
S-719,Other,1996,unreported,Some College,Eden Prairie,no,Supervisor,12.79,15/09/2016,Graduated,26/01/2017,QA,Entered Employment,Classroom,17/10/2017,Temp Developer,Aftercode,27.55,,,,
C-720,Male,1993,unreported,Bachelors,Robbinsdale,no,Employee,14.78,11/02/2015,Removed,11/08/2015,QA,Enrolled in Additional Training,Online,13/02/2016,Web Developer,Loup Ventures,27.00,,,,
P-721,Male,1995,yes,Associates,Roseville,yes,Team Member,11.37,31/08/2017,Removed,05/02/2018,UX,Incarcerated,Classroom,26/03/2018,Web Developer,Microsoft,29.27,16/08/2018,Designer,Bite Squad,29.60
M-722,Unreported,1989,yes,Bachelors,Robbinsdale,no,Support,14.32,27/12/2015,Removed,16/02/2016,IT Fundamentals,Entered Military,Online,18/11/2016,IT Support,Great North Labs,30.93,,,,
T-723,Other,1955,no,HS/GED,Brooklyn Center,yes,,15.64,15/04/2015,Graduated,12/07/2015,IT Fundamentals,Entered Employment,Classroom,15/03/2016,Programmer,Bright Health,29.73,,,,
S-724,Female,1979,unreported,HS/GED,Brooklyn Center,no,Supervisor,13.28,28/04/2015,Removed,19/09/2015,QA,Incarcerated,Classroom,08/04/2016,Temp Designer,Foodsby,31.01,19/10/2016,IT Support,Loup Ventures,30.23
M-725,Female,1968,unreported,Bachelors,Minneapolis,no,Representative,11.03,12/01/2015,Withdrew,15/05/2015,UX,Enrolled in Additional Training,Classroom,17/09/2015,IT Support,Great North Labs,27.78,,,,
Y-726,Female,1966,unreported,HS/GED,St. Paul,no,,14.14,18/01/2015,Removed,17/03/2015,UX,Entered Employment,Online,24/06/2015,Junior Developer,Loup Ventures,29.35,,,,
T-727,Female,1976,unreported,Some College,Plymouth,yes,Temp,12.47,15/04/2016,Removed,03/01/2017,QA,Entered Military,Online,25/05/2017,Junior Designer,Nerdery,31.77,,,,
J-728,Other,1978,unreported,Associates,Edina,no,Temp,14.62,14/11/2017,Removed,17/08/2018,UX,Enrolled in Additional Training,Online,09/09/2018,Temp Designer,Code 42,29.59,,,,
C-729,Female,1993,unreported,Bachelors,Eden Prairie,no,,15.58,05/03/2016,Withdrew,02/10/2016,IT Fundamentals,Incarcerated,Classroom,12/05/2017,Developer,Apple,31.42,03/12/2017,Temp Designer,Bind Benefits,25.03
T-730,Other,1965,yes,HS/GED,Brooklyn Center,yes,Contractor,12.95,20/04/2016,Removed,15/10/2016,UX,Entered Employment,Classroom,01/07/2017,Programmer,Merrill Corporation,30.92,,,,
J-731,Female,1985,no,Associates,St. Paul,yes,Temp,12.52,27/02/2017,Withdrew,27/08/2017,UX,Entered Employment,Online,25/02/2018,Junior Designer,Merrill Corporation,30.51,01/07/2018,Web Developer,Nerdery,29.31
C-732,Female,1994,unreported,Some College,Eden Prairie,no,Associate,12.30,08/09/2016,Withdrew,08/01/2017,IT Fundamentals,Enrolled in Additional Training,Online,15/12/2017,Developer,Microsoft,31.98,,,,
P-733,Unreported,1967,no,Associates,Robbinsdale,no,Contractor,10.72,16/03/2016,Graduated,12/12/2016,IT Fundamentals,Entered Employment,Classroom,10/08/2017,Designer,Bright Health,24.98,16/07/2018,Project Manager,Google,29.41
C-734,Other,1977,yes,Graduate and Beyond,Roseville,no,Contractor,12.20,26/02/2015,Graduated,09/04/2015,UX,Entered Employment,Classroom,27/05/2016,Designer,Aftercode,28.38,,,,
T-735,Other,1961,no,Some College,St. Paul,yes,,11.05,09/10/2016,Removed,13/04/2017,QA,Entered Employment,Classroom,26/08/2017,Temp Developer,Foodsby,31.61,,,,
M-736,Unreported,1969,unreported,Associates,Brooklyn Center,yes,Associate,11.83,10/12/2017,Graduated,02/07/2018,UX,Entered Military,Classroom,12/06/2019,Project Manager,Apple,29.34,,,,
J-737,Unreported,1982,unreported,Associates,Plymouth,yes,Team Member,15.93,08/04/2015,Graduated,11/12/2015,IT Fundamentals,Entered Military,Online,17/09/2016,Programmer,Apple,30.33,11/07/2017,Project Manager,Merrill Corporation,25.51
M-738,Other,1970,no,Some College,Brooklyn Center,no,Representative,10.75,19/02/2016,Withdrew,04/04/2016,UX,Institutionalized,Classroom,12/05/2016,Web Developer,Upsie,26.95,,,,
S-739,Female,1988,unreported,Bachelors,Roseville,no,Contractor,12.11,16/09/2016,Graduated,09/02/2017,QA,Health/Medical,Classroom,04/08/2017,Web Developer,Foodsby,29.57,,,,
P-740,Male,1950,no,Graduate and Beyond,Minneapolis,no,Associate,14.71,16/06/2016,Removed,02/02/2017,IT Fundamentals,Entered Employment,Classroom,11/08/2017,Temp Designer,Merrill Corporation,26.53,,,,
M-741,Female,1981,no,Graduate and Beyond,Edina,no,Support,11.10,23/07/2016,Graduated,24/09/2016,QA,Health/Medical,Online,26/03/2017,Junior Developer,Foodsby,28.77,,,,
C-742,Unreported,1986,no,Associates,St. Paul,no,Team Member,13.65,16/09/2017,Removed,13/03/2018,QA,Institutionalized,Online,06/08/2018,Designer,Branch Messenger,30.78,04/09/2018,Junior Engineer,Apple,30.98
C-743,Unreported,1963,no,HS/GED,Eden Prairie,yes,Manager,15.94,22/10/2016,Withdrew,11/06/2017,QA,Entered Employment,Classroom,19/05/2018,Programmer,Bite Squad,28.39,,,,
